Call  Failure,Complains,Subscription  Length,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Status,Customer Value,Churn
0,0,25,2625,51,0,8,3,0,107.04,0
0,0,25,2980,58,6,23,3,0,145.52,0
0,0,25,3035,60,0,20,3,0,123.8,0
0,0,25,6220,81,0,14,4,0,157.525,0
0,0,26,0,0,0,0,2,1,0.0,0
0,0,26,0,0,0,0,4,1,0.0,0
0,0,26,580,7,19,3,4,0,62.175,0
0,0,26,605,25,168,11,2,0,784.35,0
0,0,26,635,9,12,1,4,1,46.1,0
0,0,26,825,10,21,3,4,1,73.375,0
0,0,26,825,10,21,3,4,1,73.375,1
0,0,26,968,29,9,53,4,0,47.425,0
0,0,26,1125,36,218,13,2,0,1033.245,0
0,0,26,2275,6,0,6,3,0,91.24,0
0,0,26,3100,63,12,26,3,0,174.52,0
0,0,26,6400,100,249,25,2,0,1413.0,0
0,0,26,6480,85,0,19,4,0,164.125,0
0,0,27,420,5,3,5,4,1,18.125,0
0,0,27,700,12,25,6,4,1,80.3,0
0,0,27,715,26,172,1,2,0,807.345,0
0,0,27,940,16,53,7,4,1,156.4,0
0,0,27,1100,28,16,12,3,1,109.12,0
0,0,27,2535,10,0,11,3,0,101.8,0
0,0,27,3000,57,11,25,3,0,166.28,0
0,0,27,6400,89,0,16,4,0,162.225,0
0,0,27,6525,87,0,16,4,0,165.3,0
0,0,27,6660,104,256,30,2,0,1456.38,0
0,0,28,0,0,0,0,2,1,0.0,1
0,0,28,0,0,0,0,3,0,0.0,0
0,0,28,0,0,0,0,3,1,0.0,1
0,0,28,600,6,24,5,4,1,75.15,0
0,0,28,1343,35,33,70,4,0,116.95,0
0,0,28,1360,32,23,17,3,1,147.68,0
0,0,28,2215,37,153,15,2,0,789.84,0
0,0,28,2455,14,0,8,3,0,98.76,0
0,0,28,2580,12,0,8,3,0,103.68,0
0,0,28,2920,61,9,22,3,0,155.24,0
0,0,28,3153,66,0,20,2,0,144.855,0
0,0,28,6300,83,0,15,4,0,159.575,0
0,0,28,6580,108,254,27,2,0,1443.96,0
0,0,29,0,0,0,0,2,1,0.0,0
0,0,29,0,0,0,0,2,1,0.0,1
0,0,29,0,0,0,0,3,1,0.0,1
0,0,29,0,0,0,0,4,0,0.0,0
0,0,29,520,10,22,2,4,1,68.25,0
0,0,29,1090,32,196,13,2,0,932.49,0
0,0,29,1280,36,21,14,3,1,136.64,0
0,0,29,1363,13,0,3,3,0,55.04,0
0,0,29,1405,34,23,14,3,1,149.56,0
0,0,29,2355,8,0,7,3,0,94.52,0
0,0,29,2475,41,160,20,2,0,833.22,0
0,0,29,2840,16,0,13,3,0,114.24,0
0,0,29,3413,70,0,25,2,0,156.735,0
0,0,29,5935,70,164,18,3,0,896.2,0
0,0,29,6153,59,86,29,2,0,666.54,0
0,0,29,6420,88,2,18,4,0,167.7,0
0,0,29,6480,102,253,26,2,0,1434.69,0
0,0,29,10900,138,0,39,3,0,441.52,0
0,0,29,14920,166,128,22,2,0,1254.87,0
0,0,30,0,0,0,0,2,1,0.0,0
0,0,30,0,0,0,0,2,1,0.0,1
0,0,30,0,0,0,0,3,0,0.0,0
0,0,30,0,0,0,0,3,1,0.0,1
0,0,30,0,0,0,0,4,0,0.0,0
0,0,30,570,2,0,8,2,1,25.74,0
0,0,30,780,14,29,7,4,1,92.35,0
0,0,30,1180,30,20,13,3,1,128.4,0
0,0,30,1283,17,0,5,3,0,52.0,0
0,0,30,1673,38,0,9,3,1,68.44,0
0,0,30,1795,23,263,10,3,0,1124.72,0
0,0,30,1828,42,0,25,1,0,102.85,0
0,0,30,2395,45,158,17,2,0,820.8,0
0,0,30,2475,13,0,10,3,0,99.52,0
0,0,30,2760,20,0,10,3,0,111.2,0
0,0,30,3333,74,0,22,2,0,153.315,0
0,0,30,3458,72,0,22,2,0,158.85,0
0,0,30,3633,50,0,27,1,0,202.565,0
0,0,30,3805,55,0,9,2,0,173.7,0
0,0,30,3950,67,0,17,3,0,160.68,0
0,0,30,5353,79,0,4,2,0,244.44,0
0,0,30,5770,80,0,20,4,0,146.25,0
0,0,30,6195,74,171,23,3,0,934.76,0
0,0,30,6365,85,0,16,4,0,161.25,0
0,0,30,6600,107,259,29,2,0,1467.315,0
0,0,30,11160,142,0,44,3,0,452.08,0
0,0,30,13208,153,0,36,3,0,534.44,0
0,0,31,0,0,0,0,2,1,0.0,0
0,0,31,0,0,0,0,2,1,0.0,1
0,0,31,0,0,0,0,3,0,0.0,0
0,0,31,0,0,0,0,3,1,0.0,1
0,0,31,0,0,0,0,4,1,0.0,1
0,0,31,0,0,0,0,5,0,0.0,0
0,0,31,338,5,0,1,4,0,8.575,0
0,0,31,405,2,0,5,2,1,18.315,0
0,0,31,490,6,0,5,2,1,22.32,0
0,0,31,615,4,0,5,2,1,27.855,0
0,0,31,628,1,1,3,4,1,18.225,1
0,0,31,1300,35,26,16,3,1,157.4,0
0,0,31,1668,19,0,5,3,0,67.48,0
0,0,31,1825,5,0,12,3,0,73.2,0
0,0,31,2055,27,270,15,3,0,1163.28,0
0,0,31,2088,46,0,30,1,0,117.37,0
0,0,31,2295,39,157,16,2,0,811.53,0
0,0,31,2420,10,0,8,3,0,97.2,0
0,0,31,2660,14,0,9,3,0,106.96,0
0,0,31,3233,68,0,21,2,0,148.545,0
0,0,31,3718,76,0,27,2,0,170.73,0
0,0,31,4210,71,0,22,3,0,171.24,0
0,0,31,5613,83,0,9,2,0,256.32,0
0,0,31,5880,81,0,5,4,0,149.025,0
0,0,31,5950,99,239,31,2,0,1347.705,0
0,0,31,6115,78,169,20,3,0,923.72,0
0,0,31,6240,76,171,20,3,0,936.64,0
0,0,31,6290,90,0,17,4,0,159.5,0
0,0,31,6480,91,7,20,4,0,181.775,0
0,0,31,6670,92,16,23,4,0,209.05,0
0,0,31,6725,94,9,20,4,0,192.975,0
0,0,31,13468,157,0,41,3,0,545.0,0
0,0,32,0,0,0,0,2,1,0.0,0
0,0,32,0,0,0,0,2,1,0.0,1
0,0,32,0,0,0,0,4,0,0.0,0
0,0,32,0,0,0,0,4,1,0.0,1
0,0,32,0,0,0,0,5,0,0.0,0
0,0,32,263,1,0,1,3,1,10.56,1
0,0,32,325,6,0,2,2,1,14.895,0
0,0,32,450,4,0,2,2,1,20.43,0
0,0,32,650,27,6,18,3,1,51.08,0
0,0,32,875,8,0,10,2,1,39.735,0
0,0,32,1245,32,0,14,3,1,51.08,0
0,0,32,1303,16,0,2,3,0,52.76,0
0,0,32,1588,23,0,2,3,0,64.44,0
0,0,32,1935,6,0,2,3,0,77.64,0
0,0,32,1975,24,0,14,2,1,89.955,1
0,0,32,1975,31,268,12,3,0,1152.24,0
0,0,32,2008,50,0,27,1,0,113.19,0
0,0,32,2100,29,270,12,3,0,1165.16,0
0,0,32,2133,48,0,27,1,0,119.955,0
0,0,32,2345,15,0,9,3,0,94.4,0
0,0,32,2415,44,163,19,2,0,844.155,0
0,0,32,2535,16,0,12,3,0,102.04,0
0,0,32,2725,17,2,15,3,0,117.68,0
0,0,32,2780,19,0,12,3,0,111.96,0
0,0,32,3135,26,14,27,3,0,182.44,0
0,0,32,3353,73,0,24,2,0,154.17,0
0,0,32,5533,87,0,6,2,0,252.9,0
0,0,32,6015,72,168,19,3,0,915.48,0
0,0,32,6060,100,243,16,2,0,1370.7,0
0,0,32,6075,86,0,22,4,0,154.025,0
0,0,32,6470,109,255,28,2,0,1443.555,0
0,0,32,6595,97,39,24,5,0,158.88,0
0,0,32,10980,140,0,40,3,0,444.8,0
0,0,33,0,0,0,0,2,1,0.0,0
0,0,33,0,0,0,0,2,1,0.0,1
0,0,33,0,0,0,0,3,1,0.0,1
0,0,33,0,0,0,0,4,0,0.0,0
0,0,33,0,0,0,0,4,1,0.0,1
0,0,33,0,0,0,0,5,0,0.0,0
0,0,33,510,5,0,7,2,1,23.175,0
0,0,33,653,8,0,4,3,0,26.44,0
0,0,33,710,8,5,7,2,1,54.81,0
0,0,33,760,28,10,3,3,1,71.52,0
0,0,33,795,12,0,7,2,1,36.315,0
0,0,33,1170,37,22,15,3,1,136.28,0
0,0,33,1248,13,0,3,3,0,50.44,0
0,0,33,1253,27,2,29,3,1,59.2,1
0,0,33,1360,38,31,18,3,1,179.92,0
0,0,33,1488,17,0,1,3,0,60.2,0
0,0,33,1550,39,40,21,3,1,223.56,0
0,0,33,1605,41,33,18,3,1,197.84,0
0,0,33,1765,36,143,21,2,0,724.545,0
0,0,33,1875,25,267,11,3,0,1144.0,0
0,0,33,1908,44,0,26,1,0,107.36,0
0,0,33,2085,25,0,9,2,1,94.95,1
0,0,33,2130,11,0,14,3,0,85.64,0
0,0,33,2650,22,25,16,3,0,206.88,0
0,0,33,2703,65,0,26,2,0,124.56,0
0,0,33,3298,70,0,22,2,0,151.56,0
0,0,33,3538,74,0,23,2,0,162.54,0
0,0,33,4030,69,0,18,3,0,163.96,0
0,0,33,5433,81,0,5,2,0,248.13,0
0,0,33,6135,77,174,22,3,0,944.48,0
0,0,33,6185,87,0,7,4,0,156.8,0
0,0,33,6255,105,246,33,2,0,1393.2,0
0,0,33,6353,66,96,33,2,0,720.855,0
0,0,33,11100,145,0,43,3,0,449.8,0
0,0,33,13288,155,0,37,3,0,537.72,0
0,0,34,0,0,0,0,2,1,0.0,0
0,0,34,0,0,0,0,2,1,0.0,1
0,0,34,0,0,0,0,3,0,0.0,0
0,0,34,0,0,0,0,3,1,0.0,1
0,0,34,0,0,0,0,4,0,0.0,0
0,0,34,0,0,0,0,4,1,0.0,1
0,0,34,0,0,0,0,5,0,0.0,0
0,0,34,0,0,2,0,3,1,8.0,1
0,0,34,0,0,6,0,5,0,9.0,0
0,0,34,318,4,0,3,2,1,14.49,0
0,0,34,323,1,2,2,4,1,13.1,1
0,0,34,345,5,1,4,2,1,20.25,0
0,0,34,428,6,14,15,3,1,73.36,1
0,0,34,455,2,0,5,2,1,20.565,0
0,0,34,513,2,11,5,4,1,40.375,1
0,0,34,568,4,4,2,4,1,24.3,1
0,0,34,633,8,18,15,5,0,36.615,0
0,0,34,695,6,0,6,2,1,31.545,0
0,0,34,923,11,23,17,4,1,80.85,1
0,0,34,955,33,13,20,3,1,91.52,0
0,0,34,1173,18,0,1,3,0,47.64,0
0,0,34,1363,19,0,4,3,0,55.28,0
0,0,34,1438,43,327,22,2,0,1538.145,0
0,0,34,1475,44,63,22,3,1,312.76,0
0,0,34,1553,20,2,7,3,0,70.92,0
0,0,34,1608,22,0,4,3,0,65.2,0
0,0,34,1875,37,147,6,2,0,747.54,0
0,0,34,1963,29,14,19,3,0,135.68,0
0,0,34,1995,30,273,14,3,0,1173.0,0
0,0,34,2028,49,0,29,1,0,114.235,0
0,0,34,2240,12,0,4,3,0,90.08,0
0,0,34,2285,46,159,18,2,0,820.395,0
0,0,34,2595,19,0,14,3,0,104.56,0
0,0,34,2650,21,0,11,3,0,106.84,0
0,0,34,2813,66,0,11,2,0,129.555,0
0,0,34,3223,75,0,23,2,0,148.41,0
0,0,34,3413,76,0,26,2,0,157.005,0
0,0,34,3603,77,4,29,2,0,183.6,0
0,0,34,3658,79,0,26,2,0,168.165,0
0,0,34,4005,62,0,13,2,0,183.015,0
0,0,34,4150,74,0,21,3,0,168.96,0
0,0,34,5485,69,154,24,3,0,838.16,0
0,0,34,5553,86,0,8,2,0,253.755,0
0,0,34,5703,58,76,35,2,0,601.245,0
0,0,34,6080,74,147,20,3,0,834.16,0
0,0,34,6660,99,18,25,4,0,213.975,0
0,0,34,10450,137,0,45,3,0,423.48,0
0,0,34,13408,160,0,40,3,0,542.72,0
0,0,34,14470,165,118,28,2,0,1189.575,0
0,0,35,0,0,0,0,2,1,0.0,0
0,0,35,0,0,0,0,2,1,0.0,1
0,0,35,0,0,0,0,3,1,0.0,1
0,0,35,0,0,0,0,4,0,0.0,0
0,0,35,0,0,0,0,4,1,0.0,1
0,0,35,0,0,0,0,5,0,0.0,0
0,0,35,0,0,2,0,2,1,9.0,1
0,0,35,0,0,25,0,3,1,100.0,1
0,0,35,148,4,29,4,5,0,45.78,0
0,0,35,290,2,0,2,2,1,13.14,0
0,0,35,380,7,0,6,2,1,17.415,0
0,0,35,438,7,34,6,4,1,96.125,1
0,0,35,513,1,0,3,4,1,12.85,1
0,0,35,530,6,2,3,3,1,29.44,0
0,0,35,570,8,0,9,2,1,26.01,0
0,0,35,760,9,2,12,2,1,43.605,0
0,0,35,815,11,0,9,2,1,37.17,0
0,0,35,958,14,0,6,3,0,38.88,0
0,0,35,1065,34,17,5,3,1,111.96,0
0,0,35,1170,18,14,24,2,1,116.46,0
0,0,35,1223,37,0,15,3,1,50.4,0
0,0,35,1345,22,253,16,3,0,1066.68,0
0,0,35,1378,41,0,31,1,0,78.045,0
0,0,35,1478,25,25,8,4,0,100.075,0
0,0,35,1940,27,246,12,3,0,1062.68,0
0,0,35,1973,46,0,27,1,0,111.045,0
0,0,35,2070,42,150,23,2,0,770.04,0
0,0,35,2435,17,0,16,3,0,98.08,0
0,0,35,2715,24,4,17,3,0,125.56,0
0,0,35,2760,65,0,26,2,0,127.125,0
0,0,35,3008,71,0,28,2,0,138.555,0
0,0,35,3183,49,0,33,1,0,177.76,0
0,0,35,3355,54,0,15,2,0,153.405,0
0,0,35,3500,66,0,23,3,0,142.64,0
0,0,35,3528,82,27,30,3,0,252.4,0
0,0,35,4903,78,0,10,2,0,224.145,0
0,0,35,5595,70,158,9,3,0,858.6,0
0,0,35,5813,59,80,20,2,0,624.24,0
0,0,35,6005,79,170,21,3,0,923.36,0
0,0,35,6195,80,179,24,3,0,967.0,0
0,0,35,6385,81,188,27,3,0,1010.64,0
0,0,35,6440,83,181,24,3,0,984.92,0
0,0,35,6560,93,17,24,4,0,208.825,0
0,0,35,10560,138,0,30,3,0,427.92,0
0,0,35,10970,147,0,42,3,0,444.68,0
0,0,35,12758,152,0,42,3,0,516.4,0
0,0,35,14580,166,122,13,2,0,1212.57,0
0,0,36,0,0,0,0,2,1,0.0,0
0,0,36,0,0,0,0,2,1,0.0,1
0,0,36,0,0,0,0,3,0,0.0,1
0,0,36,0,0,0,0,3,1,0.0,1
0,0,36,0,0,0,0,4,1,0.0,1
0,0,36,0,0,0,0,5,0,0.0,0
0,0,36,0,0,1,0,2,1,4.5,1
0,0,36,0,0,25,0,2,1,112.5,1
0,0,36,93,1,2,2,5,0,4.41,0
0,0,36,133,2,0,2,3,1,5.4,1
0,0,36,165,3,0,11,2,1,7.56,0
0,0,36,215,7,0,3,2,1,9.99,0
0,0,36,338,4,4,2,5,0,11.13,0
0,0,36,383,4,7,4,4,0,27.175,1
0,0,36,405,8,6,6,2,1,45.585,0
0,0,36,438,6,0,1,4,1,11.1,1
0,0,36,595,9,15,9,2,1,94.68,0
0,0,36,628,7,9,4,4,1,38.375,1
0,0,36,650,11,8,6,2,1,65.745,0
0,0,36,685,14,25,13,2,1,143.955,0
0,0,36,760,8,0,7,2,1,34.56,0
0,0,36,1068,15,0,3,3,0,43.32,0
0,0,36,1333,38,0,4,3,1,54.84,0
0,0,36,1423,22,0,6,3,0,57.8,0
0,0,36,1455,23,257,1,3,0,1087.12,0
0,0,36,1478,24,0,3,3,0,60.08,0
0,0,36,1488,42,0,16,1,0,84.15,0
0,0,36,1540,46,42,23,3,1,231.44,0
0,0,36,1865,32,269,13,3,0,1151.88,0
0,0,36,1898,51,0,28,1,0,107.195,0
0,0,36,2055,33,278,16,3,0,1195.52,0
0,0,36,2088,52,0,31,1,0,117.7,0
0,0,36,2278,53,4,34,1,0,150.205,0
0,0,36,2333,55,0,31,1,0,131.34,0
0,0,36,2615,18,3,16,3,0,117.32,0
0,0,36,3118,72,0,13,2,0,143.55,0
0,0,36,3465,55,0,10,2,0,158.4,0
0,0,36,3473,79,0,28,2,0,159.84,0
0,0,36,3528,81,0,25,2,0,162.405,0
0,0,36,3610,67,0,8,3,0,147.08,0
0,0,36,4020,76,0,20,3,0,163.84,0
0,0,36,5013,79,0,13,2,0,229.14,0
0,0,36,5423,88,0,7,2,0,247.995,0
0,0,36,5790,75,161,26,3,0,878.6,0
0,0,36,6310,86,211,28,3,0,1099.84,0
0,0,36,6480,97,15,21,5,0,121.155,0
0,0,36,12868,153,0,27,3,0,520.84,0
0,0,36,13278,162,0,39,3,0,537.6,0
0,0,37,0,0,0,0,2,0,0.0,1
0,0,37,0,0,0,0,2,1,0.0,0
0,0,37,0,0,0,0,2,1,0.0,1
0,0,37,0,0,0,0,3,1,0.0,1
0,0,37,0,0,0,0,5,0,0.0,0
0,0,37,0,0,9,0,2,1,40.5,0
0,0,37,8,4,4,5,3,1,16.48,1
0,0,37,213,6,8,5,5,0,15.285,0
0,0,37,223,2,0,6,4,1,5.625,1
0,0,37,248,8,32,6,3,1,138.24,1
0,0,37,258,2,2,2,2,1,20.7,0
0,0,37,275,4,0,1,2,1,12.555,0
0,0,37,453,10,36,6,5,0,60.945,0
0,0,37,520,14,38,10,3,1,173.36,0
0,0,37,613,9,21,17,2,1,122.49,0
0,0,37,630,11,0,11,2,0,28.845,0
0,0,37,685,13,0,8,2,1,31.41,0
0,0,37,743,13,41,8,4,1,121.4,1
0,0,37,875,14,0,11,2,1,40.005,0
0,0,37,875,14,0,11,2,1,40.005,1
0,0,37,1263,20,0,8,4,0,32.075,0
0,0,37,1440,40,41,22,3,1,223.2,0
0,0,37,1543,27,4,9,3,0,78.8,0
0,0,37,1650,28,260,18,3,0,1107.12,0
0,0,37,1683,47,0,33,1,0,95.15,0
0,0,37,2170,39,310,20,3,0,1328.36,0
0,0,37,2203,58,27,35,2,0,223.245,0
0,0,37,2535,22,1,13,3,0,106.28,0
0,0,37,3593,84,6,31,2,0,192.465,0
0,0,37,5208,84,0,12,2,0,238.14,0
0,0,37,5900,76,165,11,3,0,899.04,0
0,0,38,0,0,0,0,2,1,0.0,0
0,0,38,0,0,0,0,2,1,0.0,1
0,0,38,0,0,3,0,3,1,12.0,1
0,0,38,0,0,4,0,2,1,18.0,1
0,0,38,0,0,7,0,5,0,10.5,0
0,0,38,110,4,0,1,2,1,5.13,0
0,0,38,115,6,32,4,2,1,149.445,1
0,0,38,128,5,32,6,3,1,133.32,0
0,0,38,465,11,11,8,2,0,70.92,0
0,0,38,470,9,0,13,2,1,21.555,0
0,0,38,520,13,4,5,3,1,37.32,0
0,0,38,750,16,4,14,2,1,52.47,0
0,0,38,990,20,32,15,2,1,189.45,0
0,0,38,1360,44,39,19,3,1,212.16,0
0,0,38,1443,21,3,8,3,0,70.56,0
0,0,38,1760,29,264,3,3,0,1127.56,0
0,0,38,1793,48,0,18,1,0,101.255,0
0,0,38,3493,78,5,30,2,0,183.195,0
0,0,38,6375,88,190,29,3,0,1018.52,0
0,0,39,0,0,0,0,2,1,0.0,0
0,0,39,0,0,0,0,2,1,0.0,1
0,0,39,0,0,1,0,3,1,4.0,1
0,0,39,0,0,3,0,2,1,13.5,1
0,0,39,33,4,5,1,5,0,8.055,0
0,0,39,73,2,5,4,2,0,25.875,0
0,0,39,128,4,0,1,2,1,5.94,0
0,0,39,318,5,7,4,2,1,46.035,0
0,0,39,323,7,10,3,4,1,33.25,1
0,0,39,585,16,17,11,2,1,103.545,0
0,0,39,650,10,3,13,2,1,43.2,0
0,0,39,1363,25,1,5,4,0,37.2,0
0,0,39,2268,60,6,36,1,0,161.04,0
0,0,39,3413,82,3,27,3,0,151.8,0
0,0,39,6275,82,189,28,3,0,1010.28,0
0,0,40,0,0,0,0,3,1,0.0,0
0,0,40,0,0,1,0,2,1,4.5,1
0,0,40,88,6,8,6,3,1,35.76,1
0,0,40,193,7,11,7,2,1,58.5,0
0,0,40,293,8,12,6,5,0,22.515,0
0,0,40,433,11,39,8,3,1,173.76,0
0,0,40,485,10,16,10,2,1,94.275,0
0,0,40,570,14,1,10,2,1,30.78,0
0,0,40,2135,35,288,20,3,0,1238.8,0
0,0,40,2168,54,5,35,1,0,149.71,0
0,0,40,6195,86,187,25,3,0,999.24,0
0,0,41,0,0,8,0,2,1,36.0,1
0,0,41,93,1,10,6,2,1,49.23,0
0,0,41,405,14,14,7,3,1,72.76,0
0,0,41,830,18,8,15,2,1,74.16,0
0,0,41,2088,58,3,32,2,0,110.07,0
0,0,42,0,0,8,0,2,1,36.0,1
0,0,42,13,5,8,3,3,1,32.72,0
0,0,43,273,9,15,8,2,1,80.19,0
0,1,3,1228,9,0,1,2,0,55.665,1
0,1,5,1123,10,0,3,2,1,50.985,1
0,1,6,1068,7,0,1,2,0,48.375,1
0,1,7,1183,13,0,5,2,1,53.82,1
0,1,7,1372,14,2,8,2,0,71.37,1
0,1,8,1298,19,25,9,3,0,152.68,1
0,1,9,888,9,0,3,3,0,35.88,1
0,1,10,1363,21,4,10,2,0,80.28,1
0,1,11,1263,15,3,9,3,0,63.12,1
0,1,24,765,7,16,1,4,1,59.3,1
0,1,25,1010,30,186,9,2,0,883.8,1
0,1,27,2425,25,0,8,2,1,110.25,1
0,1,28,0,0,0,0,4,0,0.0,1
0,1,28,1703,28,12,23,3,1,117.24,1
0,1,30,0,0,0,0,2,1,0.0,1
0,1,30,0,0,0,0,4,1,0.0,1
0,1,30,0,0,0,0,5,0,0.0,1
0,1,31,0,0,0,0,2,1,0.0,1
0,1,32,0,0,0,0,2,1,0.0,1
0,1,32,0,0,0,0,3,1,0.0,1
0,1,33,0,0,0,0,2,1,0.0,1
