Call  Failure,Complains,Subscription  Length,Charge  Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn
0,0,38,0,0,0,0,0,2,True,False,25,0,False
0,0,35,0,0,0,0,0,2,True,False,25,0,True
0,0,37,0,0,0,0,0,2,True,False,25,0,True
0,0,36,0,0,0,0,0,3,True,False,30,0,True
0,0,32,0,0,0,0,0,2,True,False,25,0,True
0,0,38,0,0,0,0,0,2,True,False,25,0,False
0,0,37,0,0,0,0,0,2,True,False,25,0,False
8,0,38,0,4370,71,5,17,3,True,True,30,197,False
0,0,39,0,318,5,7,4,2,True,False,25,46,False
10,0,37,0,2453,60,359,24,3,True,True,30,1536,False
10,0,38,0,4198,66,1,35,1,True,True,15,240,False
3,0,38,0,2393,58,2,33,1,True,True,15,145,False
11,0,38,1,3775,82,32,28,3,True,True,30,282,False
4,0,38,0,2360,39,285,18,3,True,True,30,1235,False
13,0,37,2,9115,121,144,43,3,True,True,30,945,False
7,0,38,0,13773,169,0,44,3,True,True,30,557,False
7,0,38,1,4515,83,2,25,3,True,True,30,191,False
6,0,38,0,5918,95,7,12,3,True,True,30,268,False
9,1,38,0,2238,54,8,17,3,True,False,30,123,False
25,0,38,3,15140,225,54,32,3,True,True,30,830,False
4,0,38,1,3095,27,483,8,3,True,True,30,2056,False
9,0,37,0,15485,182,150,30,2,True,True,25,1380,False
3,0,37,1,6500,86,186,26,3,True,True,30,1007,False
0,0,37,0,875,14,0,11,2,True,False,25,40,False
2,0,38,0,710,14,13,8,3,True,False,30,80,False
0,0,37,0,0,0,0,0,2,True,False,25,0,True
3,0,37,0,7508,127,384,43,2,True,True,25,2071,False
7,0,37,1,11465,154,11,47,4,True,True,45,317,False
8,0,37,1,6718,75,108,37,2,True,True,25,791,False
1,0,34,0,2840,22,0,14,3,True,True,30,114,False
9,0,36,0,2268,44,34,31,3,True,False,30,228,True
0,0,36,0,133,2,0,2,3,True,False,30,5,True
1,0,36,0,1668,25,0,6,3,True,True,30,67,False
3,0,33,1,6785,97,14,22,5,True,True,55,124,False
0,0,36,0,628,7,9,4,4,True,False,45,38,True
0,0,36,1,338,4,4,2,5,True,True,55,11,False
6,0,34,3,6965,116,271,33,2,False,True,25,1538,False
2,0,36,0,3718,82,2,28,2,True,True,25,180,False
3,0,35,0,1665,44,38,20,3,True,False,30,220,False
6,0,36,0,2780,53,175,23,2,True,True,25,914,False
4,0,26,0,1568,39,30,68,4,True,True,45,115,False
11,0,27,0,700,25,10,7,2,True,False,25,77,False
0,0,26,0,825,10,21,3,4,True,False,45,73,False
10,0,25,0,1225,32,19,13,2,True,True,25,142,False
2,0,25,0,3225,61,8,23,3,True,True,30,163,False
2,0,18,0,1695,26,28,14,2,True,True,25,203,False
16,0,17,1,6392,141,85,42,2,False,True,25,676,False
12,0,15,0,8932,171,73,40,4,True,True,45,410,False
8,0,16,3,2852,45,31,19,3,True,True,30,239,False
2,0,9,1,4390,40,215,10,3,True,True,30,1037,False
8,0,38,0,4370,71,5,17,3,True,True,30,197,False
0,0,39,0,318,5,7,4,2,True,False,25,46,False
10,0,37,0,2453,60,359,24,3,True,True,30,1536,False
10,0,38,0,4198,66,1,35,1,True,True,15,240,False
3,0,38,0,2393,58,2,33,1,True,True,15,145,False
11,0,38,1,3775,82,32,28,3,True,True,30,282,False
4,0,38,0,2360,39,285,18,3,True,True,30,1235,False
13,0,37,2,9115,121,144,43,3,True,True,30,945,False
7,0,38,0,13773,169,0,44,3,True,True,30,557,False
7,0,38,1,4515,83,2,25,3,True,True,30,191,False
6,0,38,0,5918,95,7,12,3,True,True,30,268,False
9,1,38,0,2238,54,8,17,3,True,False,30,123,False
25,0,38,3,15140,225,54,32,3,True,True,30,830,False
4,0,38,1,3095,27,483,8,3,True,True,30,2056,False
9,0,37,0,15485,182,150,30,2,True,True,25,1380,False
3,0,37,1,6500,86,186,26,3,True,True,30,1007,False
0,0,37,0,875,14,0,11,2,True,False,25,40,False
2,0,38,0,710,14,13,8,3,True,False,30,80,False
0,0,37,0,0,0,0,0,2,True,False,25,0,True
3,0,37,0,7508,127,384,43,2,True,True,25,2071,False
7,0,37,1,11465,154,11,47,4,True,True,45,317,False
8,0,37,1,6718,75,108,37,2,True,True,25,791,False
23,1,33,0,955,47,16,17,2,True,False,25,117,True
13,1,36,1,5818,98,26,24,2,True,True,25,383,True
1,0,34,0,2840,22,0,14,3,True,True,30,114,False
9,0,35,0,2990,41,9,16,3,True,False,30,157,True
9,0,36,0,2268,44,34,31,3,True,False,30,228,True
0,0,36,0,133,2,0,2,3,True,False,30,5,True
1,0,36,0,1668,25,0,6,3,True,True,30,67,False
3,0,33,1,6785,97,14,22,5,True,True,55,124,False
0,0,36,0,628,7,9,4,4,True,False,45,38,True
0,0,36,1,338,4,4,2,5,True,True,55,11,False
6,0,34,3,6965,116,271,33,2,False,True,25,1538,False
2,0,36,0,3718,82,2,28,2,True,True,25,180,False
3,0,35,0,1665,44,38,20,3,True,False,30,220,False
6,0,36,0,2780,53,175,23,2,True,True,25,914,False
4,0,27,1,1315,36,193,11,2,False,True,25,929,False
4,0,26,0,1568,39,30,68,4,True,True,45,115,False
11,0,27,0,700,25,10,7,2,True,False,25,77,False
0,0,26,0,825,10,21,3,4,True,False,45,73,False
10,0,25,0,1225,32,19,13,2,True,True,25,142,False
2,0,25,0,3225,61,8,23,3,True,True,30,163,False
2,0,18,0,1695,26,28,14,2,True,True,25,203,False
16,0,17,1,6392,141,85,42,2,False,True,25,676,False
12,0,15,0,8932,171,73,40,4,True,True,45,410,False
8,0,16,3,2852,45,31,19,3,True,True,30,239,False
2,0,9,1,4390,40,215,10,3,True,True,30,1037,False
3,0,36,0,4065,65,0,15,2,True,True,25,185,False
0,0,37,0,0,0,0,0,2,True,False,25,0,False
5,0,35,0,2148,54,352,22,2,True,True,25,1683,False
5,0,36,0,3893,60,0,33,1,True,True,15,217,False
0,0,36,0,2088,52,0,31,1,True,True,15,117,False
6,0,36,0,3470,76,25,26,2,True,True,25,272,False
0,0,36,0,2055,33,278,16,3,True,True,30,1195,False
8,0,35,1,8810,115,137,41,3,True,True,30,905,False
2,0,36,0,13468,163,0,42,3,True,True,30,545,False
2,0,36,0,4210,77,0,23,3,True,True,30,171,False
1,0,36,0,5613,89,0,10,2,True,True,25,256,False
4,0,36,0,1933,48,1,15,3,True,False,30,83,False
20,0,36,2,14835,219,47,30,3,True,True,30,790,False
0,0,36,0,2790,21,476,6,3,True,True,30,2016,False
4,0,35,0,15180,176,143,28,2,True,True,25,1334,False
0,0,35,0,6195,80,179,24,3,True,True,30,967,False
0,0,35,0,570,8,0,9,2,True,False,25,26,False
0,0,36,0,405,8,6,6,2,True,False,25,45,False
0,0,35,0,0,0,0,0,2,True,False,25,0,True
0,0,35,0,7203,121,377,41,2,True,True,25,2026,False
2,0,35,0,11160,148,4,45,3,True,True,30,468,False
3,0,35,0,6413,69,101,35,2,True,True,25,746,False
18,0,31,0,650,41,9,15,2,True,False,25,71,True
16,0,34,7,10130,87,0,40,4,True,True,45,255,False
0,0,32,0,2535,16,0,12,3,True,True,30,102,False
4,0,33,0,2685,35,2,14,2,True,False,25,131,True
4,0,34,0,1963,38,27,29,3,True,False,30,188,True
0,1,34,0,0,0,0,0,3,True,False,30,0,True
0,0,34,0,1363,19,0,4,3,True,True,30,55,False
0,0,31,0,6480,91,7,20,4,True,True,45,181,False
0,0,34,0,323,1,2,2,4,True,False,45,13,True
0,0,34,0,0,0,0,0,5,True,True,55,0,False
20,0,29,2,15770,232,0,78,2,True,True,25,720,False
1,0,32,2,6660,110,264,31,2,False,True,25,1492,False
0,0,34,0,3413,76,0,26,2,True,True,25,157,False
0,0,33,0,1360,38,31,18,3,True,False,30,179,False
1,0,34,0,2475,47,168,21,2,True,True,25,869,False
0,0,24,0,1263,33,23,66,4,True,True,45,89,False
6,0,25,0,395,19,3,5,2,True,False,25,32,False
0,0,24,0,520,4,14,1,4,True,False,45,48,False
5,0,23,0,920,26,12,11,2,True,True,25,96,False
0,0,23,0,2920,55,1,21,3,True,True,30,123,False
0,0,16,0,1390,20,21,12,2,True,True,25,157,False
0,0,7,0,4085,34,208,8,3,True,True,30,996,False
0,0,35,0,0,0,0,0,2,True,False,25,0,False
0,0,33,0,0,0,0,0,2,True,False,25,0,True
0,0,33,0,0,0,0,0,2,True,False,25,0,False
0,0,31,0,0,0,0,0,2,True,False,25,0,True
0,0,30,0,0,0,0,0,2,True,False,25,0,True
0,1,30,0,0,0,0,0,4,True,False,45,0,True
0,0,29,0,0,0,0,0,2,True,False,25,0,True
0,0,34,0,0,0,0,0,2,True,False,25,0,False
0,0,32,0,0,0,0,0,2,True,False,25,0,False
0,0,33,0,0,0,0,0,2,True,False,25,0,False
0,0,32,0,0,0,0,0,2,True,False,25,0,True
0,0,37,0,0,0,0,0,2,True,False,25,0,False
0,0,35,0,0,0,0,0,2,True,False,25,0,False
0,0,36,0,0,0,0,0,2,True,False,25,0,False
0,0,35,0,0,0,0,0,2,True,False,25,0,True
0,0,34,0,0,0,0,0,2,True,False,25,0,True
0,0,36,0,0,0,0,0,2,True,False,25,0,False
0,0,34,0,0,0,0,0,2,True,False,25,0,True
0,0,33,0,0,0,0,0,2,True,False,25,0,True
0,0,33,0,0,0,0,0,3,True,False,30,0,True
0,0,33,0,0,0,0,0,4,True,True,45,0,False
0,0,23,0,0,0,0,0,4,True,False,45,0,False
0,0,37,0,0,0,0,0,2,True,False,25,0,False
0,0,35,0,0,0,0,0,2,True,False,25,0,True
0,0,34,0,0,0,0,0,3,True,False,30,0,True
0,0,34,0,0,0,0,0,5,True,True,55,0,False
0,0,32,0,0,0,0,0,2,True,False,25,0,False
0,0,30,0,0,0,0,0,2,True,False,25,0,True
0,0,29,0,0,0,0,0,2,True,False,25,0,True
0,0,36,0,0,0,0,0,2,True,False,25,0,False
0,0,34,0,0,0,0,0,2,True,False,25,0,False
0,0,35,0,0,0,0,0,2,True,False,25,0,False
0,0,34,0,0,0,0,0,2,True,False,25,0,True
0,0,33,0,0,0,0,0,3,True,False,30,0,True
0,0,33,0,0,0,0,0,4,True,True,45,0,False
0,0,23,0,0,0,0,0,4,True,False,45,0,False
3,0,36,0,4065,65,0,15,2,True,True,25,185,False
0,0,37,0,0,0,0,0,2,True,False,25,0,False
5,0,35,0,2148,54,352,22,2,True,True,25,1683,False
5,0,36,0,3893,60,0,33,1,True,True,15,217,False
0,0,36,0,2088,52,0,31,1,True,True,15,117,False
6,0,36,0,3470,76,25,26,2,True,True,25,272,False
0,0,36,0,2055,33,278,16,3,True,True,30,1195,False
8,0,35,1,8810,115,137,41,3,True,True,30,905,False
2,0,36,0,13468,163,0,42,3,True,True,30,545,False
2,0,36,0,4210,77,0,23,3,True,True,30,171,False
1,0,36,0,5613,89,0,10,2,True,True,25,256,False
4,0,36,0,1933,48,1,15,3,True,False,30,83,False
20,0,36,2,14835,219,47,30,3,True,True,30,790,False
0,0,36,0,2790,21,476,6,3,True,True,30,2016,False
4,0,35,0,15180,176,143,28,2,True,True,25,1334,False
0,0,35,0,6195,80,179,24,3,True,True,30,967,False
0,0,35,0,570,8,0,9,2,True,False,25,26,False
0,0,36,0,405,8,6,6,2,True,False,25,45,False
0,0,35,0,7203,121,377,41,2,True,True,25,2026,False
2,0,35,0,11160,148,4,45,3,True,True,30,468,False
3,0,35,0,6413,69,101,35,2,True,True,25,746,False
18,0,31,0,650,41,9,15,2,True,False,25,71,True
16,0,34,7,10130,87,0,40,4,True,True,45,255,False
8,0,34,0,5513,92,19,22,2,True,True,25,337,True
0,0,32,0,2535,16,0,12,3,True,True,30,102,False
4,0,33,0,2685,35,2,14,2,True,False,25,131,True
0,0,34,0,0,0,0,0,3,True,False,30,0,True
0,0,34,0,1363,19,0,4,3,True,True,30,55,False
0,0,31,0,6480,91,7,20,4,True,True,45,181,False
0,0,34,0,0,0,0,0,5,True,True,55,0,False
20,0,29,2,15770,232,0,78,2,True,True,25,720,False
1,0,32,2,6660,110,264,31,2,False,True,25,1492,False
0,0,34,0,3413,76,0,26,2,True,True,25,157,False
0,0,33,0,1360,38,31,18,3,True,False,30,179,False
1,0,34,0,2475,47,168,21,2,True,True,25,869,False
0,0,25,0,1010,30,186,9,2,False,True,25,883,False
0,0,24,0,1263,33,23,66,4,True,True,45,89,False
6,0,25,0,395,19,3,5,2,True,False,25,32,False
0,0,24,0,520,4,14,1,4,True,False,45,48,False
5,0,23,0,920,26,12,11,2,True,True,25,96,False
0,0,23,0,2920,55,1,21,3,True,True,30,123,False
0,0,16,0,1390,20,21,12,2,True,True,25,157,False
11,0,15,0,6087,135,78,40,1,False,True,15,771,False
7,0,13,0,8627,165,66,38,4,True,True,45,384,False
3,0,14,2,2547,39,24,17,3,True,True,30,199,False
0,0,7,0,4085,34,208,8,3,True,True,30,996,False
0,0,7,0,1182,13,0,5,2,True,True,25,53,True
3,0,36,0,4065,65,0,15,2,True,True,25,185,False
0,0,37,0,0,0,0,0,2,True,False,25,0,False
5,0,35,0,2148,54,352,22,2,True,True,25,1683,False
5,0,36,0,3893,60,0,33,1,True,True,15,217,False
0,0,36,0,2088,52,0,31,1,True,True,15,117,False
6,0,36,0,3470,76,25,26,2,True,True,25,272,False
0,0,36,0,2055,33,278,16,3,True,True,30,1195,False
8,0,35,1,8810,115,137,41,3,True,True,30,905,False
2,0,36,0,13468,163,0,42,3,True,True,30,545,False
2,0,36,0,4210,77,0,23,3,True,True,30,171,False
1,0,36,0,5613,89,0,10,2,True,True,25,256,False
4,0,36,0,1933,48,1,15,3,True,False,30,83,False
20,0,36,2,14835,219,47,30,3,True,True,30,790,False
0,0,36,0,2790,21,476,6,3,True,True,30,2016,False
4,0,35,0,15180,176,143,28,2,True,True,25,1334,False
0,0,35,0,6195,80,179,24,3,True,True,30,967,False
0,0,35,0,570,8,0,9,2,True,False,25,26,False
0,0,36,0,405,8,6,6,2,True,False,25,45,False
0,0,35,0,0,0,0,0,2,True,False,25,0,True
0,0,35,0,7203,121,377,41,2,True,True,25,2026,False
2,0,35,0,11160,148,4,45,3,True,True,30,468,False
3,0,35,0,6413,69,101,35,2,True,True,25,746,False
16,0,34,7,10130,87,0,40,4,True,True,45,255,False
8,0,34,0,5513,92,19,22,2,True,True,25,337,True
0,0,32,0,2535,16,0,12,3,True,True,30,102,False
4,0,34,0,1963,38,27,29,3,True,False,30,188,True
0,1,34,0,0,0,0,0,3,True,False,30,0,True
0,0,34,0,1363,19,0,4,3,True,True,30,55,False
0,0,31,0,6480,91,7,20,4,True,True,45,181,False
0,0,34,0,323,1,2,2,4,True,False,45,13,True
0,0,34,0,0,0,0,0,5,True,True,55,0,False
20,0,29,2,15770,232,0,78,2,True,True,25,720,False
1,0,32,2,6660,110,264,31,2,False,True,25,1492,False
0,0,34,0,3413,76,0,26,2,True,True,25,157,False
0,0,33,0,1360,38,31,18,3,True,False,30,179,False
1,0,34,0,2475,47,168,21,2,True,True,25,869,False
0,0,25,0,1010,30,186,9,2,False,True,25,883,False
0,0,24,0,1263,33,23,66,4,True,True,45,89,False
6,0,25,0,395,19,3,5,2,True,False,25,32,False
0,0,24,0,520,4,14,1,4,True,False,45,48,False
5,0,23,0,920,26,12,11,2,True,True,25,96,False
0,0,23,0,2920,55,1,21,3,True,True,30,123,False
0,0,16,0,1390,20,21,12,2,True,True,25,157,False
11,0,15,0,6087,135,78,40,1,False,True,15,771,False
7,0,13,0,8627,165,66,38,4,True,True,45,384,False
3,0,14,2,2547,39,24,17,3,True,True,30,199,False
0,0,7,0,4085,34,208,8,3,True,True,30,996,False
0,0,7,0,1182,13,0,5,2,True,True,25,53,True
13,0,40,1,4675,77,12,19,3,True,True,30,238,False
5,0,41,0,623,11,14,6,3,True,False,30,81,False
15,0,39,1,2758,66,366,26,3,True,True,30,1576,False
15,0,40,1,4503,72,8,37,1,True,True,15,295,False
8,0,40,1,2698,64,9,35,2,True,True,25,164,False
16,0,40,2,4080,88,39,30,3,True,True,30,322,False
9,0,40,1,2665,45,292,20,3,True,True,30,1276,False
18,0,39,3,9420,127,151,45,3,True,True,30,985,False
12,0,40,1,14078,175,7,46,3,True,True,30,598,False
12,0,40,2,4820,89,9,27,3,True,True,30,232,False
11,0,40,1,6223,101,14,14,3,True,True,30,308,False
30,0,40,4,15445,231,61,34,3,False,True,30,871,False
9,0,40,2,3400,33,490,10,3,True,True,30,2097,False
14,0,39,1,15790,188,157,32,2,True,True,25,1425,False
8,0,39,2,6805,92,193,28,3,True,True,30,1047,False
5,0,39,0,1180,20,7,13,2,True,False,25,85,False
7,0,40,0,1015,20,20,10,3,True,False,30,121,False
5,0,39,0,305,6,7,2,2,True,False,25,45,True
8,0,39,1,7813,133,391,45,3,True,True,30,1881,False
12,0,39,2,11770,160,18,49,4,True,True,45,343,False
13,0,39,2,7023,81,115,39,2,True,True,25,837,False
26,0,38,9,10740,99,8,44,5,True,True,55,174,False
18,0,38,2,6123,104,33,26,2,True,True,25,428,False
6,0,36,1,3145,28,7,16,3,True,True,30,154,False
14,1,37,0,3295,47,16,18,3,True,False,30,197,True
14,1,38,0,2573,50,41,33,4,True,False,45,168,True
5,0,38,0,438,8,7,4,3,True,False,30,45,True
6,0,38,1,1973,31,7,8,4,True,True,45,67,False
8,0,35,2,7090,103,21,24,5,True,True,55,139,False
5,0,38,0,933,13,16,6,4,True,False,45,63,True
5,0,38,2,643,10,11,4,5,True,True,55,26,False
30,0,33,4,16380,244,7,82,2,False,True,25,779,False
11,0,36,4,7270,122,278,35,3,False,True,30,1407,False
7,0,38,1,4023,88,9,30,3,True,True,30,200,False
8,0,37,0,1970,50,45,22,3,True,False,30,260,False
11,0,38,1,3085,59,182,25,2,True,True,25,960,False
9,0,29,2,1620,42,200,13,3,False,True,30,866,False
9,0,28,1,1873,45,37,70,5,True,True,55,84,False
16,0,29,0,1005,31,17,9,3,True,False,30,109,False
5,0,28,0,1130,16,28,5,4,True,False,45,98,False
15,0,27,1,1530,38,26,15,2,True,True,25,187,False
7,0,27,1,3530,67,15,25,3,True,True,30,203,False
7,0,20,1,2000,32,35,16,3,True,True,30,221,False
7,0,11,2,4695,46,222,12,3,True,True,30,1077,False
5,0,39,0,305,6,7,2,2,True,False,25,45,True
0,0,34,0,0,0,0,0,2,True,False,25,0,True
13,0,40,1,4675,77,12,19,3,True,True,30,238,False
5,0,41,0,623,11,14,6,3,True,False,30,81,False
15,0,39,1,2758,66,366,26,3,True,True,30,1576,False
15,0,40,1,4503,72,8,37,1,True,True,15,295,False
8,0,40,1,2698,64,9,35,2,True,True,25,164,False
16,0,40,2,4080,88,39,30,3,True,True,30,322,False
9,0,40,1,2665,45,292,20,3,True,True,30,1276,False
18,0,39,3,9420,127,151,45,3,True,True,30,985,False
12,0,40,1,14078,175,7,46,3,True,True,30,598,False
12,0,40,2,4820,89,9,27,3,True,True,30,232,False
11,0,40,1,6223,101,14,14,3,True,True,30,308,False
14,0,40,0,2543,60,15,19,3,True,False,30,164,False
9,0,40,2,3400,33,490,10,3,True,True,30,2097,False
14,0,39,1,15790,188,157,32,2,True,True,25,1425,False
8,0,39,2,6805,92,193,28,3,True,True,30,1047,False
5,0,39,0,1180,20,7,13,2,True,False,25,85,False
7,0,40,0,1015,20,20,10,3,True,False,30,121,False
5,0,39,0,305,6,7,2,2,True,False,25,45,True
8,0,39,1,7813,133,391,45,3,True,True,30,1881,False
12,0,39,2,11770,160,18,49,4,True,True,45,343,False
13,0,39,2,7023,81,115,39,2,True,True,25,837,False
28,1,35,0,1260,53,23,19,3,True,False,30,144,True
26,0,38,9,10740,99,8,44,5,True,True,55,174,False
18,0,38,2,6123,104,33,26,2,True,True,25,428,False
6,0,36,1,3145,28,7,16,3,True,True,30,154,False
14,1,37,0,3295,47,16,18,3,True,False,30,197,True
5,0,38,0,438,8,7,4,3,True,False,30,45,True
6,0,38,1,1973,31,7,8,4,True,True,45,67,False
8,0,35,2,7090,103,21,24,5,True,True,55,139,False
5,0,38,0,933,13,16,6,4,True,False,45,63,True
5,0,38,2,643,10,11,4,5,True,True,55,26,False
30,0,33,4,16380,244,7,82,2,False,True,25,779,False
11,0,36,4,7270,122,278,35,3,False,True,30,1407,False
7,0,38,1,4023,88,9,30,3,True,True,30,200,False
8,0,37,0,1970,50,45,22,3,True,False,30,260,False
11,0,38,1,3085,59,182,25,2,True,True,25,960,False
9,0,29,2,1620,42,200,13,3,False,True,30,866,False
9,0,28,1,1873,45,37,70,5,True,True,55,84,False
16,0,29,0,1005,31,17,9,3,True,False,30,109,False
5,0,28,0,1130,16,28,5,4,True,False,45,98,False
15,0,27,1,1530,38,26,15,2,True,True,25,187,False
7,0,27,1,3530,67,15,25,3,True,True,30,203,False
7,0,20,1,2000,32,35,16,3,True,True,30,221,False
21,0,19,2,6697,147,92,44,2,False,True,25,721,False
17,0,17,1,9237,177,80,42,5,True,True,55,261,False
13,0,18,4,3157,51,38,21,3,True,True,30,280,False
7,0,11,2,4695,46,222,12,3,True,True,30,1077,False
8,1,11,2,1792,25,7,9,3,True,True,30,100,True
13,0,40,1,4675,77,12,19,3,True,True,30,238,False
5,0,41,0,623,11,14,6,3,True,False,30,81,False
15,0,39,1,2758,66,366,26,3,True,True,30,1576,False
15,0,40,1,4503,72,8,37,1,True,True,15,295,False
8,0,40,1,2698,64,9,35,2,True,True,25,164,False
16,0,40,2,4080,88,39,30,3,True,True,30,322,False
9,0,40,1,2665,45,292,20,3,True,True,30,1276,False
18,0,39,3,9420,127,151,45,3,True,True,30,985,False
12,0,40,1,14078,175,7,46,3,True,True,30,598,False
12,0,40,2,4820,89,9,27,3,True,True,30,232,False
11,0,40,1,6223,101,14,14,3,True,True,30,308,False
14,0,40,0,2543,60,15,19,3,True,False,30,164,False
30,0,40,4,15445,231,61,34,3,False,True,30,871,False
9,0,40,2,3400,33,490,10,3,True,True,30,2097,False
14,0,39,1,15790,188,157,32,2,True,True,25,1425,False
8,0,39,2,6805,92,193,28,3,True,True,30,1047,False
5,0,39,0,1180,20,7,13,2,True,False,25,85,False
7,0,40,0,1015,20,20,10,3,True,False,30,121,False
5,0,39,0,305,6,7,2,2,True,False,25,45,True
8,0,39,1,7813,133,391,45,3,True,True,30,1881,False
12,0,39,2,11770,160,18,49,4,True,True,45,343,False
13,0,39,2,7023,81,115,39,2,True,True,25,837,False
28,1,35,0,1260,53,23,19,3,True,False,30,144,True
18,0,38,2,6123,104,33,26,2,True,True,25,428,False
6,0,36,1,3145,28,7,16,3,True,True,30,154,False
14,1,37,0,3295,47,16,18,3,True,False,30,197,True
14,1,38,0,2573,50,41,33,4,True,False,45,168,True
5,0,38,0,438,8,7,4,3,True,False,30,45,True
6,0,38,1,1973,31,7,8,4,True,True,45,67,False
8,0,35,2,7090,103,21,24,5,True,True,55,139,False
5,0,38,2,643,10,11,4,5,True,True,55,26,False
30,0,33,4,16380,244,7,82,2,False,True,25,779,False
11,0,36,4,7270,122,278,35,3,False,True,30,1407,False
7,0,38,1,4023,88,9,30,3,True,True,30,200,False
8,0,37,0,1970,50,45,22,3,True,False,30,260,False
11,0,38,1,3085,59,182,25,2,True,True,25,960,False
9,0,29,2,1620,42,200,13,3,False,True,30,866,False
9,0,28,1,1873,45,37,70,5,True,True,55,84,False
16,0,29,0,1005,31,17,9,3,True,False,30,109,False
5,0,28,0,1130,16,28,5,4,True,False,45,98,False
15,0,27,1,1530,38,26,15,2,True,True,25,187,False
7,0,27,1,3530,67,15,25,3,True,True,30,203,False
7,0,20,1,2000,32,35,16,3,True,True,30,221,False
21,0,19,2,6697,147,92,44,2,False,True,25,721,False
17,0,17,1,9237,177,80,42,5,True,True,55,261,False
13,0,18,4,3157,51,38,21,3,True,True,30,280,False
7,0,11,2,4695,46,222,12,3,True,True,30,1077,False
8,1,11,2,1792,25,7,9,3,True,True,30,100,True
