Call  Failure,Complains,Subscription  Length,Charge  Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn
1,0,37,0,7263,124,382,43,2,True,True,25,2051,False
21,1,33,0,710,44,14,17,2,True,True,25,96,True
19,0,36,8,10190,90,0,42,4,True,True,45,257,False
11,1,36,1,5573,95,24,24,2,True,True,25,363,True
7,1,36,0,2023,41,32,31,3,True,True,30,210,True
0,0,36,1,93,1,2,2,5,True,True,55,4,False
2,1,27,1,1070,33,191,11,2,False,True,25,909,False
14,1,17,1,6148,138,83,42,1,False,True,15,802,False
1,1,9,1,1243,16,0,7,3,True,True,30,50,True
2,0,33,0,2088,51,347,20,2,True,True,25,1657,False
0,0,34,0,2730,18,471,4,3,True,True,30,1993,False
0,0,33,0,7143,118,372,39,2,True,True,25,2000,False
13,0,32,6,10070,84,0,38,4,True,True,45,253,False
5,1,32,0,5453,89,14,20,2,True,True,25,312,True
1,1,31,0,2625,32,0,12,2,True,False,25,119,True
0,1,32,0,0,0,0,0,2,True,False,25,0,True
0,0,5,0,4025,31,203,6,3,True,True,30,974,False
0,1,5,0,1123,10,0,3,2,True,False,25,50,True
6,0,39,0,2228,56,362,26,2,True,True,25,1731,False
0,0,40,1,2870,23,486,10,3,True,True,30,2059,False
0,0,39,0,7283,123,387,45,2,True,True,25,2074,False
17,0,38,8,10210,89,4,44,4,False,True,45,267,False
5,1,37,0,2765,37,12,18,2,True,False,25,180,True
0,1,38,0,403,3,12,6,4,True,False,45,40,True
0,0,38,1,0,0,7,0,5,True,True,55,10,False
0,1,11,1,1263,15,3,9,3,True,True,30,63,True
4,0,31,0,2068,52,342,18,2,True,True,25,1634,False
0,0,32,0,2710,19,466,2,3,True,True,30,1973,False
0,0,31,0,7123,119,367,37,2,True,True,25,1977,False
15,0,30,6,10050,85,0,36,4,True,True,45,253,False
3,1,29,0,2605,33,0,10,2,True,False,25,118,True
0,1,30,0,0,0,0,0,4,True,False,45,0,True
0,0,3,0,4005,32,198,4,3,True,True,30,953,False
0,0,3,0,1103,11,0,1,2,True,True,25,50,True
10,0,41,0,2408,64,367,28,3,True,True,30,1566,False
9,1,42,0,2193,58,16,21,3,True,False,30,154,False
4,0,42,1,3050,31,491,12,3,True,True,30,2087,False
3,0,41,0,7463,131,392,47,2,True,True,25,2105,False
23,1,37,0,910,51,24,21,2,True,False,25,151,True
21,1,40,8,10390,97,9,46,5,False,True,55,170,False
9,1,39,0,2945,45,17,20,3,True,False,30,187,True
3,0,37,1,6740,101,22,26,5,True,True,55,135,False
0,1,40,0,583,11,17,8,4,True,False,45,57,True
0,0,40,1,293,8,12,6,5,True,True,55,22,False
0,0,29,0,1888,44,337,16,2,True,True,25,1603,False
0,0,30,0,2530,11,461,7,3,True,True,30,1945,False
0,0,29,0,6943,111,362,35,2,True,True,25,1946,False
13,1,25,0,390,31,0,9,2,True,False,25,18,True
11,0,28,6,9870,77,0,34,4,False,True,45,248,False
0,1,27,0,2425,25,0,8,2,True,False,25,110,True
0,1,28,0,1703,28,12,23,3,True,False,30,117,True
0,1,28,0,0,0,0,0,4,True,True,45,0,True
0,0,3,0,3825,24,193,2,2,True,True,25,1041,False
0,0,3,0,0,0,0,0,2,True,True,25,0,True
7,0,38,0,2328,62,363,27,2,True,True,25,1741,False
1,0,39,0,2970,29,487,11,3,True,True,30,2067,False
0,0,38,0,7383,129,388,46,2,True,True,25,2084,False
20,1,34,0,830,49,20,20,2,True,False,25,129,True
18,0,37,7,10310,95,5,45,4,False,True,45,272,False
6,1,36,0,2865,43,13,19,2,True,False,25,189,True
6,1,37,0,2143,46,38,34,3,True,False,30,239,True
0,1,37,0,503,9,13,7,4,True,False,45,45,True
0,0,37,0,213,6,8,5,5,True,True,55,15,False
0,1,10,0,1363,21,4,10,2,True,True,25,80,True
3,0,32,0,1968,46,341,17,2,True,True,25,1625,False
0,0,33,0,2610,13,465,1,3,True,True,30,1964,False
0,0,32,0,7023,113,366,36,2,True,True,25,1968,False
14,0,31,7,9950,79,0,35,4,True,True,45,250,False
6,1,31,0,5333,84,8,17,2,True,True,25,279,True
2,1,30,0,2505,27,0,9,2,True,False,25,113,True
0,0,31,0,0,0,0,0,5,True,True,55,0,False
0,0,4,0,3905,26,197,3,3,True,True,30,945,False
0,0,4,0,1003,5,0,4,2,True,True,25,45,True
9,0,35,1,2748,64,373,37,2,True,True,25,1805,False
3,0,36,2,3390,31,497,21,3,True,True,30,2124,False
0,1,35,0,295,4,14,13,2,True,False,25,76,True
2,0,35,1,7803,131,398,56,2,True,True,25,2148,False
20,0,34,9,10730,97,15,55,4,True,True,45,308,False
8,1,34,0,2563,48,48,44,3,True,False,30,296,True
0,0,34,2,633,8,18,15,5,True,True,55,36,False
2,1,33,0,1960,48,52,33,3,True,False,30,288,True
2,1,7,2,1783,23,14,20,3,True,True,30,128,True
1,0,35,0,1548,44,331,7,2,True,True,25,1561,False
0,0,36,0,2190,11,455,5,3,True,True,30,1908,False
0,0,35,0,6603,111,356,26,2,True,True,25,1904,False
12,0,34,5,9530,77,0,25,4,True,True,45,240,False
0,1,34,0,1363,28,6,14,3,True,False,30,79,True
0,1,34,0,0,0,0,0,4,True,False,45,0,True
5,0,36,0,2263,60,384,26,3,True,True,30,1628,False
0,0,37,1,2905,27,508,10,3,True,True,30,2149,False
0,0,36,0,7318,127,409,45,3,True,True,30,1933,False
16,0,35,8,10245,93,26,44,5,False,True,55,194,False
8,1,35,1,5628,98,51,26,2,True,True,25,487,True
4,1,34,0,2800,41,34,18,3,True,False,30,249,True
0,0,32,1,6595,97,39,24,5,True,True,55,158,False
0,0,35,1,148,4,29,4,5,True,True,55,45,False
7,0,14,0,8743,171,98,42,5,True,True,55,280,False
0,1,8,1,1298,19,25,9,3,True,True,30,152,True
0,0,35,0,2675,15,444,2,3,True,True,30,1883,False
0,0,34,0,7088,115,345,37,2,True,True,25,1876,False
16,0,33,6,10015,81,0,36,4,True,True,45,252,False
4,1,32,0,2570,29,0,10,2,True,False,25,116,True
0,1,6,0,1068,7,0,1,2,True,True,25,48,True
7,0,35,0,2338,55,361,25,2,True,True,25,1732,False
6,1,36,0,2123,49,10,18,3,True,False,30,126,False
1,0,36,0,2980,22,485,9,3,True,True,30,2060,False
0,0,35,0,7393,122,386,44,2,True,True,25,2075,False
18,0,34,7,10320,88,3,43,4,True,True,45,267,False
6,1,34,0,2153,39,36,32,3,True,False,30,231,True
0,0,34,0,0,0,6,0,5,True,True,55,9,False
0,1,7,0,1372,14,2,8,2,True,True,25,71,True
3,0,35,0,1958,53,343,19,2,True,True,25,1633,False
0,0,36,0,2600,20,467,3,3,True,True,30,1972,False
0,0,35,0,7013,120,368,38,2,True,True,25,1976,False
16,1,31,0,460,40,0,12,2,True,False,25,22,True
14,0,34,7,9940,86,0,37,4,True,True,45,250,False
2,1,33,0,2495,34,0,11,2,True,False,25,113,True
0,0,34,0,0,0,0,0,5,True,True,55,0,False
3,0,30,0,2148,48,344,21,2,True,True,25,1646,False
0,0,31,0,2790,15,468,5,3,True,True,30,1984,False
0,0,30,0,7203,115,369,40,2,True,True,25,1989,False
14,0,29,6,10130,81,0,39,4,True,True,45,255,False
0,0,3,0,4085,28,200,7,2,True,True,25,1085,False
0,0,3,0,1182,7,0,4,2,True,True,25,53,True
7,0,40,0,2148,60,360,23,3,True,True,30,1528,False
1,0,41,1,2790,27,484,7,3,True,True,30,2048,False
0,0,40,0,7203,127,385,42,3,True,True,30,1833,False
18,0,39,8,10130,93,2,41,5,True,True,55,156,False
6,1,38,0,2685,41,10,15,3,True,False,30,149,True
0,0,36,1,6480,97,15,21,5,True,True,55,121,False
0,0,39,1,33,4,5,1,5,True,True,55,8,False
9,0,18,0,8627,171,74,39,5,True,True,55,242,False
11,0,36,0,2858,65,360,22,2,True,True,25,1751,False
26,1,37,3,15545,230,55,30,3,True,True,30,851,False
5,0,37,1,3500,32,484,6,3,True,True,30,2077,False
4,0,36,0,7913,132,385,41,2,True,True,25,2094,False
22,0,35,8,10840,98,2,40,4,True,True,45,278,False
10,1,35,0,2673,49,35,29,3,True,False,30,248,True
1,0,35,1,743,9,5,1,5,True,True,55,18,False
0,0,35,0,2080,10,451,6,3,True,True,30,1887,False
0,0,34,0,6493,110,352,41,2,True,True,25,1881,False
0,1,30,0,0,0,0,0,2,True,False,25,0,True
10,0,33,6,9420,76,0,40,4,True,True,45,237,False
2,1,33,0,4803,81,0,22,2,True,True,25,219,True
0,1,33,0,0,0,0,0,2,True,False,25,0,True
5,0,35,0,2148,54,352,22,2,True,True,25,1683,False
0,0,36,0,2790,21,476,6,3,True,True,30,2016,False
0,1,35,0,0,0,0,0,2,True,False,25,0,True
0,0,35,0,7203,121,377,41,2,True,True,25,2026,False
16,0,34,7,10130,87,0,40,4,True,True,45,255,False
4,1,34,0,1963,38,27,29,3,True,False,30,188,True
0,1,34,0,323,1,2,2,4,True,False,45,13,True
0,0,34,0,0,0,0,0,5,True,True,55,0,False
5,0,35,0,2148,54,352,22,2,True,True,25,1683,False
0,0,36,0,2790,21,476,6,3,True,True,30,2016,False
0,0,35,0,7203,121,377,41,2,True,True,25,2026,False
18,1,31,0,650,41,9,15,2,True,False,25,71,True
16,0,34,7,10130,87,0,40,4,True,True,45,255,False
4,1,33,0,2685,35,2,14,2,True,False,25,131,True
0,1,34,0,0,0,0,0,3,True,False,30,0,True
0,0,34,0,0,0,0,0,5,True,True,55,0,False
15,0,39,1,2758,66,366,26,3,True,True,30,1576,False
14,1,40,0,2543,60,15,19,3,True,False,30,164,False
9,0,40,2,3400,33,490,10,3,True,True,30,2097,False
8,0,39,1,7813,133,391,45,3,True,True,30,1881,False
26,0,38,9,10740,99,8,44,5,True,True,55,174,False
14,1,37,0,3295,47,16,18,3,True,False,30,197,True
14,1,38,0,2573,50,41,33,4,True,False,45,168,True
8,0,35,2,7090,103,21,24,5,True,True,55,139,False
5,0,38,2,643,10,11,4,5,True,True,55,26,False
9,0,28,1,1873,45,37,70,5,True,True,55,84,False
17,0,17,1,9238,177,80,42,5,True,True,55,261,False
8,1,11,2,1793,25,7,9,3,True,True,30,100,True
18,0,41,2,2818,69,371,28,3,True,True,30,1599,False
33,0,42,5,15505,234,66,36,3,False,True,30,893,False
12,0,42,3,3460,36,495,12,4,True,True,45,1324,False
11,0,41,2,7873,136,396,47,3,True,True,30,1904,False
31,1,37,2,1320,56,28,21,3,True,True,30,167,True
29,1,40,10,10800,102,13,46,5,False,True,55,183,False
17,1,39,2,3355,50,21,20,3,True,True,30,220,True
11,0,37,3,7150,106,26,26,5,True,True,55,147,False
8,1,40,2,993,16,21,8,4,True,True,45,77,True
8,0,40,3,703,13,16,6,5,True,True,55,34,False
33,0,35,5,16440,247,12,84,2,False,True,25,804,False
14,0,38,5,7330,125,283,37,3,False,True,30,1430,False
12,0,30,2,1933,48,42,72,5,True,True,55,92,False
20,0,19,2,9298,180,85,44,5,True,True,55,269,False
16,0,20,5,3218,54,43,23,3,False,True,30,302,False
11,1,13,3,1853,28,12,11,3,True,True,30,123,True
12,0,37,1,2698,63,361,24,3,True,True,30,1554,False
6,0,38,1,3340,30,485,8,3,True,True,30,2074,False
5,0,37,1,7753,130,386,43,3,True,True,30,1859,False
25,1,33,0,1200,50,18,17,3,True,False,30,122,True
23,0,36,8,10680,96,7,42,5,True,True,55,172,False
11,1,36,0,2513,47,36,31,3,True,False,30,246,True
5,0,33,1,7030,100,16,22,5,True,True,55,130,False
5,0,36,1,305,6,7,2,5,True,True,55,15,False
14,0,15,1,9178,174,75,40,5,True,True,55,252,False
5,1,9,1,1733,22,7,7,3,True,True,30,98,True
16,0,43,2,2838,68,376,30,3,True,True,30,1620,False
15,1,44,0,2623,62,25,23,3,True,False,30,207,False
31,0,44,5,15525,233,71,38,3,True,True,30,914,False
10,0,44,3,3480,35,500,14,4,True,True,45,1337,False
9,0,43,2,7893,135,401,49,3,True,True,30,1925,False
29,1,39,0,1340,55,33,23,3,True,False,30,187,True
27,0,42,10,10820,101,18,48,5,True,True,55,190,False
15,1,41,0,3375,49,26,22,3,True,False,30,240,True
15,1,42,0,2653,52,51,37,4,True,False,45,195,True
9,0,39,3,7170,105,31,28,5,True,True,55,155,False
6,1,42,0,1013,15,26,10,4,True,False,45,90,True
6,0,42,3,723,12,21,8,5,True,True,55,42,False
31,0,37,5,16460,246,17,86,2,True,True,25,828,False
12,0,40,5,7350,124,288,39,3,False,True,30,1450,False
9,1,41,0,2050,52,55,26,4,True,False,45,190,False
10,0,32,2,1953,47,47,74,5,True,True,55,100,False
18,0,21,2,9318,179,90,46,5,True,True,55,277,False
14,0,22,5,3238,53,48,25,3,False,True,30,323,False
9,1,15,3,1873,27,17,13,3,True,True,30,144,True
14,0,35,1,2678,64,356,22,3,True,True,30,1533,False
8,0,36,1,3320,31,480,6,3,True,True,30,2054,False
7,0,35,1,7733,131,381,41,3,True,True,30,1838,False
27,1,31,0,1180,51,13,15,3,True,False,30,101,True
25,0,34,8,10660,97,7,40,5,True,True,55,171,False
13,1,33,0,3215,45,7,14,3,True,False,30,158,True
13,1,34,0,2493,48,31,29,3,True,False,30,225,True
7,0,31,1,7010,101,11,20,5,True,True,55,123,False
5,0,34,1,305,6,7,2,5,True,True,55,15,False
16,0,13,1,9158,175,70,38,5,True,True,55,244,False
7,1,7,1,1713,23,7,5,3,True,True,30,97,True
20,0,45,2,3018,76,381,32,3,True,True,30,1647,False
35,0,46,5,15705,241,76,40,3,True,True,30,941,False
14,0,46,3,3660,43,505,16,4,True,True,45,1355,False
13,0,45,2,8073,143,406,51,3,True,True,30,1952,False
33,1,41,0,1520,63,38,25,3,True,False,30,215,True
31,0,44,10,11000,109,23,50,5,True,True,55,201,False
19,1,43,0,3555,57,31,24,3,True,False,30,268,True
19,1,44,0,2833,60,56,39,4,True,False,45,212,True
13,0,41,3,7350,113,36,30,5,True,True,55,165,False
